,miRNA,70459-genome-miRNAcount,miRNA,70460-genome-miRNAcount,miRNA,70461-genome-miRNAcount,miRNA,74665-genome-miRNAcount,miRNA,74666-genome-miRNAcount,miRNA,74667-genome-miRNAcount,miRNA,74668-genome-miRNAcount,miRNA,74669-genome-miRNAcount,miRNA,74670-genome-miRNAcount,miRNA,74671-genome-miRNAcount,miRNA,74672-genome-miRNAcount,miRNA,74673-genome-miRNAcount,miRNA,74674-genome-miRNAcount,miRNA,74675-genome-miRNAcount,miRNA,74676-genome-miRNAcount,miRNA,74677-genome-miRNAcount,miRNA,74678-genome-miRNAcount,miRNA,74679-genome-miRNAcount,miRNA,74680-genome-miRNAcount,miRNA,74681-genome-miRNAcount,miRNA,74682-genome-miRNAcount
1591,hsa-miR-4768-5p,0,       0,hsa-miR-548c-3p,hsa-miR-4796-5p,0,hsa-miR-4761-3p,0,hsa-miR-4784,0,hsa-miR-4732-5p,0,hsa-miR-4777-5p,0,hsa-miR-4788,0,hsa-miR-4774-5p,0,hsa-miR-4722-5p,0,hsa-miR-490-3p,0,hsa-miR-4762-5p,0,hsa-miR-4768-5p,0,hsa-miR-4728-5p,0,hsa-miR-4790-3p,0,hsa-miR-4697-5p,0,hsa-miR-4775,0,hsa-miR-4755-5p,2,hsa-miR-4778-5p,0,hsa-miR-4781-3p,0,hsa-miR-4782-3p,0
1592,hsa-miR-4769-3p,0,       0,hsa-miR-548c-5p,hsa-miR-4797-3p,0,hsa-miR-4761-5p,0,hsa-miR-4785,0,hsa-miR-4733-3p,0,hsa-miR-4778-3p,0,hsa-miR-4789-3p,0,hsa-miR-4775,0,hsa-miR-4723-3p,0,hsa-miR-490-5p,0,hsa-miR-4763-3p,0,hsa-miR-4769-3p,0,hsa-miR-4729,1,hsa-miR-4790-5p,0,hsa-miR-4698,0,hsa-miR-4776-3p,0,hsa-miR-4756-3p,0,hsa-miR-4779,0,hsa-miR-4781-5p,0,hsa-miR-4782-5p,0
1593,hsa-miR-4769-5p,0,       0,hsa-miR-548d-3p,hsa-miR-4797-5p,0,hsa-miR-4762-3p,0,hsa-miR-4786-3p,0,hsa-miR-4733-5p,0,hsa-miR-4778-5p,0,hsa-miR-4789-5p,0,hsa-miR-4776-3p,0,hsa-miR-4723-5p,0,hsa-miR-491-3p,0,hsa-miR-4763-5p,0,hsa-miR-4769-5p,0,hsa-miR-4730,0,hsa-miR-4791,0,hsa-miR-4699-3p,0,hsa-miR-4776-5p,0,hsa-miR-4756-5p,0,hsa-miR-4780,0,hsa-miR-4782-3p,0,hsa-miR-4783-3p,0
1594,hsa-miR-4770,0,       0,hsa-miR-548e-3p,hsa-miR-4798-3p,0,hsa-miR-4762-5p,0,hsa-miR-4786-5p,0,hsa-miR-4734,0,hsa-miR-4779,0,hsa-miR-4790-3p,0,hsa-miR-4776-5p,0,hsa-miR-4724-3p,0,hsa-miR-491-5p,1,hsa-miR-4764-3p,0,hsa-miR-4770,0,hsa-miR-4731-3p,0,hsa-miR-4793-3p,0,hsa-miR-4699-5p,0,hsa-miR-4777-3p,0,hsa-miR-4757-3p,0,hsa-miR-4781-3p,0,hsa-miR-4782-5p,0,hsa-miR-4783-5p,0
1595,hsa-miR-4771,0,       0,hsa-miR-548e-5p,hsa-miR-4798-5p,0,hsa-miR-4763-3p,0,hsa-miR-4787-3p,0,hsa-miR-4735-3p,0,hsa-miR-4780,0,hsa-miR-4790-5p,0,hsa-miR-4777-3p,0,hsa-miR-4724-5p,0,hsa-miR-491-5p,2,hsa-miR-4764-5p,0,hsa-miR-4771,0,hsa-miR-4731-5p,0,hsa-miR-4793-5p,0,hsa-miR-4700-3p,0,hsa-miR-4777-5p,0,hsa-miR-4757-5p,0,hsa-miR-4781-5p,0,hsa-miR-4783-3p,0,hsa-miR-4784,0
1596,hsa-miR-4772-3p,0,       0,hsa-miR-548f-3p,hsa-miR-4799-3p,0,hsa-miR-4763-5p,0,hsa-miR-4787-5p,0,hsa-miR-4735-5p,0,hsa-miR-4781-3p,0,hsa-miR-4791,0,hsa-miR-4777-5p,0,hsa-miR-4725-3p,0,hsa-miR-492,0,hsa-miR-4765,0,hsa-miR-4772-3p,2,hsa-miR-4732-3p,0,hsa-miR-4794,0,hsa-miR-4700-5p,0,hsa-miR-4778-3p,0,hsa-miR-4758-3p,0,hsa-miR-4782-3p,0,hsa-miR-4783-5p,0,hsa-miR-4785,0
1597,hsa-miR-4772-5p,0,       0,hsa-miR-548f-5p,hsa-miR-4799-5p,0,hsa-miR-4764-3p,0,hsa-miR-4788,0,hsa-miR-4736,0,hsa-miR-4781-5p,0,hsa-miR-4793-3p,0,hsa-miR-4778-3p,0,hsa-miR-4725-5p,0,hsa-miR-493-3p,0,hsa-miR-4766-3p,0,hsa-miR-4772-5p,0,hsa-miR-4732-5p,0,hsa-miR-4795-3p,0,hsa-miR-4701-3p,0,hsa-miR-4778-5p,0,hsa-miR-4758-5p,0,hsa-miR-4782-5p,0,hsa-miR-4784,0,hsa-miR-4786-3p,0
1598,hsa-miR-4773,0,       0,hsa-miR-548g-3p,hsa-miR-4800-3p,0,hsa-miR-4764-5p,0,hsa-miR-4789-3p,0,hsa-miR-4737,0,hsa-miR-4782-3p,0,hsa-miR-4793-5p,0,hsa-miR-4778-5p,0,hsa-miR-4726-3p,0,hsa-miR-493-5p,0,hsa-miR-4766-5p,0,hsa-miR-4773,0,hsa-miR-4733-3p,0,hsa-miR-4795-5p,0,hsa-miR-4701-5p,0,hsa-miR-4779,0,hsa-miR-4759,0,hsa-miR-4783-3p,0,hsa-miR-4785,0,hsa-miR-4786-5p,0
1599,hsa-miR-4774-3p,0,       0,hsa-miR-548g-5p,hsa-miR-4800-5p,0,hsa-miR-4765,0,hsa-miR-4789-5p,0,hsa-miR-4738-3p,0,hsa-miR-4782-5p,0,hsa-miR-4794,0,hsa-miR-4779,0,hsa-miR-4726-5p,1,hsa-miR-494-3p,0,hsa-miR-4767,1,hsa-miR-4774-3p,0,hsa-miR-4733-5p,0,hsa-miR-4796-3p,0,hsa-miR-4703-3p,0,hsa-miR-4780,0,hsa-miR-4760-3p,0,hsa-miR-4783-5p,0,hsa-miR-4786-3p,0,hsa-miR-4787-3p,0
1600,hsa-miR-4774-5p,0,       0,hsa-miR-548h-3p,hsa-miR-4801,0,hsa-miR-4766-3p,0,hsa-miR-4790-3p,0,hsa-miR-4738-5p,0,hsa-miR-4783-3p,0,hsa-miR-4795-3p,0,hsa-miR-4780,0,hsa-miR-4727-3p,0,hsa-miR-494-5p,0,hsa-miR-4768-3p,0,hsa-miR-4774-5p,0,hsa-miR-4734,0,hsa-miR-4796-5p,0,hsa-miR-4703-5p,0,hsa-miR-4781-3p,2,hsa-miR-4760-5p,0,hsa-miR-4784,0,hsa-miR-4786-5p,0,hsa-miR-4787-5p,0
1601,hsa-miR-4775,0,       0,hsa-miR-548h-5p,hsa-miR-4802-3p,0,hsa-miR-4766-5p,0,hsa-miR-4790-5p,0,hsa-miR-4739,0,hsa-miR-4783-5p,0,hsa-miR-4795-5p,0,hsa-miR-4781-3p,0,hsa-miR-4727-5p,0,hsa-miR-495-3p,0,hsa-miR-4768-5p,0,hsa-miR-4775,0,hsa-miR-4735-3p,0,hsa-miR-4797-3p,0,hsa-miR-4704-3p,0,hsa-miR-4781-5p,0,hsa-miR-4761-3p,0,hsa-miR-4785,0,hsa-miR-4787-3p,0,hsa-miR-4788,0
1602,hsa-miR-4776-3p,0,       0,hsa-miR-548i,hsa-miR-4802-5p,0,hsa-miR-4767,0,hsa-miR-4791,0,hsa-miR-4740-3p,0,hsa-miR-4784,0,hsa-miR-4796-3p,0,hsa-miR-4781-5p,0,hsa-miR-4728-3p,0,hsa-miR-495-5p,0,hsa-miR-4769-3p,0,hsa-miR-4776-3p,0,hsa-miR-4735-5p,0,hsa-miR-4797-5p,0,hsa-miR-4704-5p,0,hsa-miR-4782-3p,0,hsa-miR-4761-5p,0,hsa-miR-4786-3p,0,hsa-miR-4787-5p,0,hsa-miR-4789-3p,0
1603,hsa-miR-4776-5p,0,       0,hsa-miR-548j-3p,hsa-miR-4803,0,hsa-miR-4768-3p,0,hsa-miR-4793-3p,0,hsa-miR-4740-5p,0,hsa-miR-4785,0,hsa-miR-4796-5p,0,hsa-miR-4782-3p,0,hsa-miR-4728-5p,0,hsa-miR-496,0,hsa-miR-4769-5p,0,hsa-miR-4776-5p,0,hsa-miR-4736,0,hsa-miR-4798-3p,0,hsa-miR-4705,0,hsa-miR-4782-5p,0,hsa-miR-4762-3p,0,hsa-miR-4786-5p,0,hsa-miR-4788,0,hsa-miR-4789-5p,0
1604,hsa-miR-4777-3p,0,       0,hsa-miR-548j-5p,hsa-miR-4804-3p,0,hsa-miR-4768-5p,0,hsa-miR-4793-5p,0,hsa-miR-4741,1,hsa-miR-4786-3p,0,hsa-miR-4797-3p,0,hsa-miR-4782-5p,0,hsa-miR-4729,0,hsa-miR-497-3p,0,hsa-miR-4770,0,hsa-miR-4777-3p,0,hsa-miR-4737,0,hsa-miR-4798-5p,0,hsa-miR-4706,1,hsa-miR-4783-3p,0,hsa-miR-4762-5p,0,hsa-miR-4787-3p,0,hsa-miR-4789-3p,0,hsa-miR-4790-3p,0
1605,hsa-miR-4777-5p,0,       0,hsa-miR-548k,hsa-miR-4804-5p,0,hsa-miR-4769-3p,0,hsa-miR-4794,0,hsa-miR-4742-3p,0,hsa-miR-4786-5p,0,hsa-miR-4797-5p,0,hsa-miR-4783-3p,0,hsa-miR-4730,0,hsa-miR-497-5p,0,hsa-miR-4771,0,hsa-miR-4777-5p,0,hsa-miR-4738-3p,0,hsa-miR-4799-3p,0,hsa-miR-4707-3p,0,hsa-miR-4783-5p,0,hsa-miR-4763-3p,0,hsa-miR-4787-5p,0,hsa-miR-4789-5p,0,hsa-miR-4790-5p,0
1606,hsa-miR-4778-3p,0,       0,hsa-miR-548l,hsa-miR-483-3p,0,hsa-miR-4769-5p,0,hsa-miR-4795-3p,0,hsa-miR-4742-5p,0,hsa-miR-4787-3p,0,hsa-miR-4798-3p,0,hsa-miR-4783-5p,0,hsa-miR-4731-3p,0,hsa-miR-498-3p,0,hsa-miR-4772-3p,0,hsa-miR-4778-3p,0,hsa-miR-4738-5p,0,hsa-miR-4799-5p,0,hsa-miR-4707-5p,0,hsa-miR-4784,0,hsa-miR-4763-5p,0,hsa-miR-4788,0,hsa-miR-4790-3p,0,hsa-miR-4791,0
1607,hsa-miR-4778-5p,0,       0,hsa-miR-548m,hsa-miR-483-5p,0,hsa-miR-4770,0,hsa-miR-4795-5p,0,hsa-miR-4743-3p,0,hsa-miR-4787-5p,0,hsa-miR-4798-5p,0,hsa-miR-4784,0,hsa-miR-4731-5p,0,hsa-miR-498-5p,0,hsa-miR-4772-5p,0,hsa-miR-4778-5p,0,hsa-miR-4739,0,hsa-miR-4800-3p,0,hsa-miR-4708-3p,0,hsa-miR-4785,0,hsa-miR-4764-3p,0,hsa-miR-4789-3p,0,hsa-miR-4790-5p,0,hsa-miR-4793-3p,0
1608,hsa-miR-4779,0,       0,hsa-miR-548n,hsa-miR-484,62,hsa-miR-4771,0,hsa-miR-4796-3p,0,hsa-miR-4743-5p,1,hsa-miR-4788,0,hsa-miR-4799-3p,0,hsa-miR-4785,0,hsa-miR-4732-3p,0,hsa-miR-4999-3p,0,hsa-miR-4773,0,hsa-miR-4779,0,hsa-miR-4740-3p,0,hsa-miR-4800-5p,0,hsa-miR-4708-5p,0,hsa-miR-4786-3p,0,hsa-miR-4764-5p,0,hsa-miR-4789-5p,0,hsa-miR-4791,0,hsa-miR-4793-5p,0
1609,hsa-miR-4780,0,       0,hsa-miR-548o-3p,hsa-miR-484,110,hsa-miR-4772-3p,3,hsa-miR-4796-5p,0,hsa-miR-4744,0,hsa-miR-4789-3p,0,hsa-miR-4799-5p,0,hsa-miR-4786-3p,0,hsa-miR-4732-5p,0,hsa-miR-4999-5p,0,hsa-miR-4774-3p,0,hsa-miR-4780,0,hsa-miR-4740-5p,0,hsa-miR-4801,0,hsa-miR-4709-3p,0,hsa-miR-4786-5p,0,hsa-miR-4765,0,hsa-miR-4790-3p,0,hsa-miR-4793-3p,0,hsa-miR-4794,0
1610,hsa-miR-4781-3p,0,       0,hsa-miR-548o-5p,hsa-miR-485-3p,1,hsa-miR-4772-5p,0,hsa-miR-4797-3p,0,hsa-miR-4745-3p,1,hsa-miR-4789-5p,0,hsa-miR-4800-3p,0,hsa-miR-4786-5p,0,hsa-miR-4733-3p,0,hsa-miR-499a-3p,0,hsa-miR-4774-5p,0,hsa-miR-4781-3p,0,hsa-miR-4741,1,hsa-miR-4802-3p,0,hsa-miR-4709-5p,0,hsa-miR-4787-3p,2,hsa-miR-4766-3p,0,hsa-miR-4790-5p,0,hsa-miR-4793-5p,0,hsa-miR-4795-3p,0
1611,hsa-miR-4781-5p,0,       0,hsa-miR-548p,hsa-miR-485-3p,5,hsa-miR-4773,0,hsa-miR-4797-5p,0,hsa-miR-4745-5p,0,hsa-miR-4790-3p,0,hsa-miR-4800-5p,0,hsa-miR-4787-3p,0,hsa-miR-4733-5p,0,hsa-miR-499a-5p,0,hsa-miR-4775,0,hsa-miR-4781-5p,0,hsa-miR-4742-3p,0,hsa-miR-4802-5p,0,hsa-miR-4710,0,hsa-miR-4787-5p,0,hsa-miR-4766-5p,0,hsa-miR-4791,0,hsa-miR-4794,0,hsa-miR-4795-5p,0
1612,hsa-miR-4782-3p,0,       0,hsa-miR-548q,hsa-miR-485-5p,0,hsa-miR-4774-3p,0,hsa-miR-4798-3p,0,hsa-miR-4746-3p,0,hsa-miR-4790-5p,0,hsa-miR-4801,0,hsa-miR-4787-5p,0,hsa-miR-4734,0,hsa-miR-499b-3p,0,hsa-miR-4776-3p,0,hsa-miR-4782-3p,0,hsa-miR-4742-5p,0,hsa-miR-4803,0,hsa-miR-4711-3p,0,hsa-miR-4788,0,hsa-miR-4767,1,hsa-miR-4793-3p,0,hsa-miR-4795-3p,0,hsa-miR-4796-3p,0
1613,hsa-miR-4782-5p,0,       0,hsa-miR-548s,hsa-miR-485-5p,1,hsa-miR-4774-5p,0,hsa-miR-4798-5p,0,hsa-miR-4746-5p,1,hsa-miR-4791,0,hsa-miR-4802-3p,0,hsa-miR-4788,0,hsa-miR-4735-3p,0,hsa-miR-499b-5p,0,hsa-miR-4776-5p,0,hsa-miR-4782-5p,0,hsa-miR-4743-3p,0,hsa-miR-4804-3p,0,hsa-miR-4711-5p,0,hsa-miR-4789-3p,0,hsa-miR-4768-3p,0,hsa-miR-4793-5p,0,hsa-miR-4795-5p,0,hsa-miR-4796-5p,0
1614,hsa-miR-4783-3p,0,       0,hsa-miR-548t-3p,hsa-miR-486-3p,7688,hsa-miR-4775,0,hsa-miR-4799-3p,0,hsa-miR-4747-3p,0,hsa-miR-4793-3p,0,hsa-miR-4802-5p,0,hsa-miR-4789-3p,0,hsa-miR-4735-5p,0,hsa-miR-5000-3p,1,hsa-miR-4777-3p,0,hsa-miR-4783-3p,0,hsa-miR-4743-5p,0,hsa-miR-4804-5p,0,hsa-miR-4712-3p,0,hsa-miR-4789-5p,0,hsa-miR-4768-5p,0,hsa-miR-4794,0,hsa-miR-4796-3p,0,hsa-miR-4797-3p,0
1615,hsa-miR-4783-5p,0,       0,hsa-miR-548t-5p,hsa-miR-486-3p,12714,hsa-miR-4776-3p,0,hsa-miR-4799-5p,0,hsa-miR-4747-5p,1,hsa-miR-4793-5p,0,hsa-miR-4803,0,hsa-miR-4789-5p,0,hsa-miR-4736,0,hsa-miR-5000-5p,0,hsa-miR-4777-5p,0,hsa-miR-4783-5p,0,hsa-miR-4744,0,hsa-miR-483-3p,0,hsa-miR-4712-5p,0,hsa-miR-4790-3p,0,hsa-miR-4769-3p,0,hsa-miR-4795-3p,0,hsa-miR-4796-5p,0,hsa-miR-4797-5p,0
1616,hsa-miR-4784,0,       0,hsa-miR-548u,hsa-miR-486-5p,7688,hsa-miR-4776-5p,0,hsa-miR-4800-3p,0,hsa-miR-4748,1,hsa-miR-4794,0,hsa-miR-4804-3p,0,hsa-miR-4790-3p,0,hsa-miR-4737,0,hsa-miR-5001-3p,0,hsa-miR-4778-3p,0,hsa-miR-4784,0,hsa-miR-4745-3p,3,hsa-miR-483-5p,0,hsa-miR-4713-3p,0,hsa-miR-4790-5p,0,hsa-miR-4769-5p,0,hsa-miR-4795-5p,0,hsa-miR-4797-3p,0,hsa-miR-4798-3p,0
1617,hsa-miR-4785,0,       0,hsa-miR-548v,hsa-miR-486-5p,12714,hsa-miR-4777-3p,0,hsa-miR-4800-5p,0,hsa-miR-4749-3p,0,hsa-miR-4795-3p,0,hsa-miR-4804-5p,0,hsa-miR-4790-5p,0,hsa-miR-4738-3p,0,hsa-miR-5001-5p,0,hsa-miR-4778-5p,0,hsa-miR-4785,0,hsa-miR-4745-5p,0,hsa-miR-484,25,hsa-miR-4713-5p,0,hsa-miR-4791,0,hsa-miR-4770,0,hsa-miR-4796-3p,0,hsa-miR-4797-5p,0,hsa-miR-4798-5p,0
1618,hsa-miR-4786-3p,0,       0,hsa-miR-548w,hsa-miR-487a-3p,0,hsa-miR-4777-5p,0,hsa-miR-4801,0,hsa-miR-4749-5p,1,hsa-miR-4795-5p,0,hsa-miR-483-3p,0,hsa-miR-4791,0,hsa-miR-4738-5p,0,hsa-miR-5002-3p,0,hsa-miR-4779,0,hsa-miR-4786-3p,0,hsa-miR-4746-3p,0,hsa-miR-484,85,hsa-miR-4714-3p,2,hsa-miR-4793-3p,0,hsa-miR-4771,0,hsa-miR-4796-5p,0,hsa-miR-4798-3p,0,hsa-miR-4799-3p,0
1619,hsa-miR-4786-5p,0,       0,hsa-miR-548x-3p,hsa-miR-487a-5p,0,hsa-miR-4778-3p,0,hsa-miR-4802-3p,0,hsa-miR-4750-3p,0,hsa-miR-4796-3p,0,hsa-miR-483-5p,0,hsa-miR-4793-3p,0,hsa-miR-4739,0,hsa-miR-5002-5p,0,hsa-miR-4780,0,hsa-miR-4786-5p,0,hsa-miR-4746-5p,1,hsa-miR-485-3p,1,hsa-miR-4714-5p,0,hsa-miR-4793-5p,0,hsa-miR-4772-3p,1,hsa-miR-4797-3p,0,hsa-miR-4798-5p,0,hsa-miR-4799-5p,0
1620,hsa-miR-4787-3p,0,       0,hsa-miR-548x-5p,hsa-miR-487b-3p,0,hsa-miR-4778-5p,0,hsa-miR-4802-5p,0,hsa-miR-4750-5p,1,hsa-miR-4796-5p,0,hsa-miR-484,13,hsa-miR-4793-5p,0,hsa-miR-4740-3p,0,hsa-miR-5003-3p,0,hsa-miR-4781-3p,1,hsa-miR-4787-3p,0,hsa-miR-4747-3p,1,hsa-miR-485-3p,3,hsa-miR-4715-3p,0,hsa-miR-4794,0,hsa-miR-4772-5p,0,hsa-miR-4797-5p,0,hsa-miR-4799-3p,0,hsa-miR-4800-3p,0
1621,hsa-miR-4787-5p,0,       0,hsa-miR-548y,hsa-miR-487b-5p,0,hsa-miR-4779,0,hsa-miR-4803,0,hsa-miR-4751,0,hsa-miR-4797-3p,0,hsa-miR-484,48,hsa-miR-4794,0,hsa-miR-4740-5p,0,hsa-miR-5003-5p,0,hsa-miR-4781-5p,0,hsa-miR-4787-5p,0,hsa-miR-4747-5p,2,hsa-miR-485-5p,2,hsa-miR-4715-5p,0,hsa-miR-4795-3p,0,hsa-miR-4773,0,hsa-miR-4798-3p,0,hsa-miR-4799-5p,0,hsa-miR-4800-5p,0
1622,hsa-miR-4788,0,       0,hsa-miR-548z,hsa-miR-488-3p,0,hsa-miR-4780,0,hsa-miR-4804-3p,0,hsa-miR-4752,0,hsa-miR-4797-5p,0,hsa-miR-485-3p,0,hsa-miR-4795-3p,0,hsa-miR-4741,2,hsa-miR-5004-3p,0,hsa-miR-4782-3p,0,hsa-miR-4788,0,hsa-miR-4748,0,hsa-miR-485-5p,3,hsa-miR-4716-3p,0,hsa-miR-4795-5p,0,hsa-miR-4774-3p,0,hsa-miR-4798-5p,0,hsa-miR-4800-3p,0,hsa-miR-4801,0
1623,hsa-miR-4789-3p,0,       0,hsa-miR-549a-3p,hsa-miR-488-5p,0,hsa-miR-4781-3p,1,hsa-miR-4804-5p,0,hsa-miR-4753-3p,0,hsa-miR-4798-3p,0,hsa-miR-485-3p,1,hsa-miR-4795-5p,0,hsa-miR-4742-3p,0,hsa-miR-5004-5p,0,hsa-miR-4782-5p,0,hsa-miR-4789-3p,0,hsa-miR-4749-3p,0,hsa-miR-486-3p,1810,hsa-miR-4716-5p,0,hsa-miR-4796-3p,0,hsa-miR-4774-5p,0,hsa-miR-4799-3p,0,hsa-miR-4800-5p,0,hsa-miR-4802-3p,0
1624,hsa-miR-4789-5p,0,       0,hsa-miR-549a-5p,hsa-miR-489-3p,0,hsa-miR-4781-5p,0,hsa-miR-483-3p,0,hsa-miR-4753-5p,0,hsa-miR-4798-5p,0,hsa-miR-485-5p,0,hsa-miR-4796-3p,0,hsa-miR-4742-5p,0,hsa-miR-5006-3p,0,hsa-miR-4783-3p,0,hsa-miR-4789-5p,0,hsa-miR-4749-5p,0,hsa-miR-486-3p,4302,hsa-miR-4716-5p,1,hsa-miR-4796-5p,0,hsa-miR-4775,2,hsa-miR-4799-5p,0,hsa-miR-4801,0,hsa-miR-4802-5p,0
1625,hsa-miR-4790-3p,0,       0,hsa-miR-550a-3-5p,hsa-miR-489-5p,0,hsa-miR-4782-3p,0,hsa-miR-483-5p,0,hsa-miR-4754,0,hsa-miR-4799-3p,0,hsa-miR-486-3p,1191,hsa-miR-4796-5p,0,hsa-miR-4743-3p,0,hsa-miR-5006-5p,0,hsa-miR-4783-5p,0,hsa-miR-4790-3p,0,hsa-miR-4750-3p,0,hsa-miR-486-5p,1810,hsa-miR-4717-3p,4,hsa-miR-4797-3p,0,hsa-miR-4776-3p,0,hsa-miR-4800-3p,0,hsa-miR-4802-3p,0,hsa-miR-4803,0
1626,hsa-miR-4790-5p,0,       0,hsa-miR-550a-3p,hsa-miR-490-3p,0,hsa-miR-4782-5p,0,hsa-miR-484,68,hsa-miR-4755-3p,0,hsa-miR-4799-5p,0,hsa-miR-486-3p,2830,hsa-miR-4797-3p,0,hsa-miR-4743-5p,3,hsa-miR-5007-3p,0,hsa-miR-4784,0,hsa-miR-4790-5p,0,hsa-miR-4750-5p,0,hsa-miR-486-5p,4302,hsa-miR-4717-5p,0,hsa-miR-4797-5p,0,hsa-miR-4776-5p,0,hsa-miR-4800-5p,0,hsa-miR-4802-5p,0,hsa-miR-4804-3p,0
1627,hsa-miR-4791,0,       0,hsa-miR-550a-5p,hsa-miR-490-5p,0,hsa-miR-4783-3p,0,hsa-miR-484,165,hsa-miR-4755-5p,0,hsa-miR-4800-3p,0,hsa-miR-486-5p,1191,hsa-miR-4797-5p,0,hsa-miR-4744,0,hsa-miR-5007-5p,0,hsa-miR-4785,0,hsa-miR-4791,0,hsa-miR-4751,0,hsa-miR-487a-3p,0,hsa-miR-4718,0,hsa-miR-4798-3p,0,hsa-miR-4777-3p,0,hsa-miR-4801,0,hsa-miR-4803,0,hsa-miR-4804-5p,0
1628,hsa-miR-4793-3p,0,       0,hsa-miR-550b-2-5p,hsa-miR-491-3p,0,hsa-miR-4783-5p,0,hsa-miR-485-3p,0,hsa-miR-4756-3p,0,hsa-miR-4800-5p,0,hsa-miR-486-5p,2830,hsa-miR-4798-3p,0,hsa-miR-4745-3p,0,hsa-miR-5008-3p,0,hsa-miR-4786-3p,0,hsa-miR-4793-3p,0,hsa-miR-4752,0,hsa-miR-487a-5p,0,hsa-miR-4719,0,hsa-miR-4798-5p,0,hsa-miR-4777-5p,0,hsa-miR-4802-3p,0,hsa-miR-4804-3p,0,hsa-miR-483-3p,0
1629,hsa-miR-4793-5p,0,       0,hsa-miR-550b-3p,hsa-miR-491-5p,0,hsa-miR-4784,0,hsa-miR-485-3p,4,hsa-miR-4756-5p,0,hsa-miR-4801,0,hsa-miR-487a-3p,0,hsa-miR-4798-5p,0,hsa-miR-4745-5p,1,hsa-miR-5008-5p,0,hsa-miR-4786-5p,0,hsa-miR-4793-5p,0,hsa-miR-4753-3p,0,hsa-miR-487b-3p,0,hsa-miR-4720-3p,0,hsa-miR-4799-3p,0,hsa-miR-4778-3p,0,hsa-miR-4802-5p,0,hsa-miR-4804-5p,0,hsa-miR-483-5p,0
1630,hsa-miR-4794,0,       0,hsa-miR-551a,hsa-miR-491-5p,1,hsa-miR-4785,0,hsa-miR-485-5p,1,hsa-miR-4757-3p,0,hsa-miR-4802-3p,0,hsa-miR-487a-5p,0,hsa-miR-4799-3p,0,hsa-miR-4746-3p,0,hsa-miR-5009-3p,0,hsa-miR-4787-3p,0,hsa-miR-4794,0,hsa-miR-4753-5p,0,hsa-miR-487b-5p,0,hsa-miR-4720-5p,0,hsa-miR-4799-5p,0,hsa-miR-4778-5p,0,hsa-miR-4803,0,hsa-miR-483-3p,0,hsa-miR-484,56
1631,hsa-miR-4795-3p,0,       0,hsa-miR-551b-3p,hsa-miR-492,0,hsa-miR-4786-3p,0,hsa-miR-486-3p,3290,hsa-miR-4757-5p,0,hsa-miR-4802-5p,0,hsa-miR-487b-3p,0,hsa-miR-4799-5p,0,hsa-miR-4746-5p,3,hsa-miR-5009-5p,0,hsa-miR-4787-5p,0,hsa-miR-4795-3p,0,hsa-miR-4754,0,hsa-miR-488-3p,0,hsa-miR-4721,0,hsa-miR-4800-3p,0,hsa-miR-4779,0,hsa-miR-4804-3p,0,hsa-miR-483-5p,0,hsa-miR-484,122
1632,hsa-miR-4795-5p,0,       0,hsa-miR-551b-5p,hsa-miR-493-3p,0,hsa-miR-4786-5p,0,hsa-miR-486-3p,7169,hsa-miR-4758-3p,0,hsa-miR-4803,0,hsa-miR-487b-5p,0,hsa-miR-4800-3p,0,hsa-miR-4747-3p,0,hsa-miR-500a-3p,0,hsa-miR-4788,0,hsa-miR-4795-5p,0,hsa-miR-4755-3p,0,hsa-miR-488-5p,0,hsa-miR-4722-3p,0,hsa-miR-4800-5p,0,hsa-miR-4780,0,hsa-miR-4804-5p,0,hsa-miR-484,57,hsa-miR-485-3p,9
1633,hsa-miR-4796-3p,0,       0,hsa-miR-552-3p,hsa-miR-493-5p,2,hsa-miR-4787-3p,0,hsa-miR-486-5p,3290,hsa-miR-4758-5p,0,hsa-miR-4804-3p,0,hsa-miR-488-3p,0,hsa-miR-4800-5p,0,hsa-miR-4747-5p,11,hsa-miR-500a-5p,0,hsa-miR-4789-3p,0,hsa-miR-4796-3p,0,hsa-miR-4755-5p,0,hsa-miR-489-3p,0,hsa-miR-4722-5p,0,hsa-miR-4801,0,hsa-miR-4781-3p,1,hsa-miR-483-3p,0,hsa-miR-484,144,hsa-miR-485-3p,25
1634,hsa-miR-4796-5p,0,       0,hsa-miR-552-5p,hsa-miR-493-5p,3,hsa-miR-4787-5p,0,hsa-miR-486-5p,7169,hsa-miR-4759,0,hsa-miR-4804-5p,0,hsa-miR-488-5p,0,hsa-miR-4801,0,hsa-miR-4748,1,hsa-miR-500b-3p,0,hsa-miR-4789-5p,0,hsa-miR-4796-5p,0,hsa-miR-4756-3p,0,hsa-miR-489-5p,0,hsa-miR-4723-3p,1,hsa-miR-4802-3p,0,hsa-miR-4781-5p,0,hsa-miR-483-5p,0,hsa-miR-485-3p,0,hsa-miR-485-5p,4
